mcap_bie2019;dur_mat2019;cau_div2019;sexo_1.2019;niv_inst1.2019;p_etnica1.2019;edad_1.2019;sexo_2.2019;p_etnica2.2019;niv_inst2.2019;edad_2.2019;mcap_bie2021;dur_mat2021;cau_div2021;sexo_1.2021;p_etnica1.2021;niv_inst1.2021;edad_1.2021;sexo_2.2021;p_etnica2.2021;niv_inst2.2021;edad_2.2021;mcap_bie2022;dur_mat2022;cau_div2022;sexo_1;p_etnica1.2022;niv_inst1.2022;edad_1.2022;sexo_2;p_etnica2.2022;niv_inst2.2022;edad_2.2022
No;9;Por mutuo consentimiento via judicial;Mujer; Educacion Basica;Indigena;35;Hombre;Indigena; Primaria;35; No;33;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Primaria;51;Mujer;Mestizo; Educación Básica;51; No;5;Por mutuo consentimiento via judicial;Hombre;Indígena; Educación media / Bachillerato;38;Mujer;Indígena; Educación media / Bachillerato;31
No;6;Por mutuo consentimiento via notarial;Mujer; Superior Universitario;Mestizo;35;Mujer;Mestizo; Superior Universitario;41; Sin informacion;11;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación media / Bachillerato;33;Mujer;Mestizo; Secundaria;40; No;2;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;31;Mujer;Mestizo; Educación media / Bachillerato;26
No;3;Por mutuo consentimiento via notarial;Mujer; Secundaria;Mestizo;33;Hombre;Mestizo; Secundaria;23; No;22;Por mutuo consentimiento via notarial;Hombre;Indígena; Educación media / Bachillerato;83;Mujer;Indígena; Primaria;65; No;39;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Hombre;Mestizo; Educación media / Bachillerato;60;Mujer;Mestizo; Educación media / Bachillerato;56
Sin informacion;2;Por mutuo consentimiento via notarial;Mujer; Superior Universitario;Mestizo;22;Mujer;Mestizo; Superior Universitario;24; No;7;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Educación Básica;42;Mujer;Mestizo; Educación Básica;34; No;2;El estado habitual de falta de armonia de las dos voluntades en la vida matrimonial;Hombre;Mestizo; Educación media / Bachillerato;36;Mujer;Mestizo; Educación media / Bachillerato;40
Sin informacion;18;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer; Educacion media o Bachillerato;Mestizo;39;Mujer;Mestizo; Educacion media o Bachillerato;39; No;17;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación Básica;43;Mujer;Mestizo; Educación Básica;39; No;19;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;41;Mujer;Mestizo; Educación media / Bachillerato;37
No;2;Por mutuo consentimiento via notarial;Mujer; Educacion Basica;Mestizo;49;Mujer;Mestizo; Educacion media o Bachillerato;34; No;13;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Educación media / Bachillerato;35;Mujer;Mestizo; Superior Universitario;36; Sin informacion;8;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;27;Mujer;Mestizo; Educación media / Bachillerato;28
No;20;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer; Educacion media o Bachillerato;Mestizo;44;Hombre;Mestizo; Superior Universitario;40; No;22;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación Básica;45;Mujer;Mestizo; Educación Básica;41; No;39;Por mutuo consentimiento via notarial;Mujer;Mestizo; Educación media / Bachillerato;65;Hombre;Mestizo; Educación media / Bachillerato;58
No;17;Por mutuo consentimiento via judicial;Mujer; Educacion Basica;Mestizo;50;Mujer;Mestizo; Educacion Basica;56; No;39;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Educación media / Bachillerato;63;Hombre;Mestizo; Educación media / Bachillerato;56; No;11;Por mutuo consentimiento via judicial;Mujer;Mestizo; Educación Básica;42;Hombre;Mestizo; Educación Básica;34
No;15;Por mutuo consentimiento via judicial;Mujer; Educacion Basica;Mestizo;39;Mujer;Mestizo; Educacion Basica;33; No;32;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación media / Bachillerato;49;Mujer;Mestizo; Superior Universitario;61; No;15;Por mutuo consentimiento via judicial;Mujer;Montubio; Educación media / Bachillerato;52;Hombre;Montubio; Educación media / Bachillerato;49
No;28;Por mutuo consentimiento via notarial;Hombre; Educacion media o Bachillerato;Mestizo;55;Mujer;Mestizo; Educacion media o Bachillerato;51; No;6;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Superior no Universitario;31;Mujer;Mestizo; Superior no Universitario;27; No;16;Por mutuo consentimiento via judicial;Mujer;Mestizo; Educación media / Bachillerato;39;Hombre;Mestizo; Educación media / Bachillerato;36
No;23;Por mutuo consentimiento via notarial;Hombre; Educacion media o Bachillerato;Indigena;46;Hombre;Mestizo; Educacion media o Bachillerato;46; No;9;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer;Indígena; Secundaria;44;Hombre;Indígena; Secundaria;31; No;18;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;51;Mujer;Mestizo; Educación media / Bachillerato;47
No;2;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Primaria;Mestizo;60;Hombre;Mestizo; Superior Universitario;42; No;2;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Educación Básica;33;Mujer;Mestizo; Educación Básica;31; No;34;Por mutuo consentimiento via notarial;Mujer;Blanco; Superior no Universitario;54;Hombre;Mestizo; Educación media / Bachillerato;52
No;28;Por mutuo consentimiento via judicial;Hombre; Educacion media o Bachillerato;Mestizo;57;Mujer;Mestizo; Superior Universitario;50; No;7;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Superior no Universitario;37;Mujer;Mestizo; Secundaria;31; No;16;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Mujer;Mestizo; Educación media / Bachillerato;45;Hombre;Mestizo; Educación Básica;41
No;3;"El estado habitual de falta de armonia de las dos
voluntades en la vida matrimonial";Hombre; Educacion media o Bachillerato;Mestizo;39;Hombre;Mestizo; Superior Universitario;42; No;12;Por mutuo consentimiento via judicial;Hombre;Indígena; Educación Básica;54;Mujer;Indígena; Primaria;42; No;25;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Mujer;Mestizo; Educación media / Bachillerato;56;Hombre;Mestizo; Educación media / Bachillerato;44
No;22;"El estado habitual de falta de armonia de las dos
voluntades en la vida matrimonial";Hombre; Educacion Basica;Mestizo;51;Mujer;Mestizo; Educacion Basica;47; No;33;El estado habitual de falta de armonia de las dos voluntades en la vida matrimonial;Mujer;Mestizo; Superior Universitario;53;Mujer;Mestizo; Superior Universitario;56; No;10;Por mutuo consentimiento via notarial;Mujer;Mestizo; Superior Universitario;36;Hombre;Mestizo; Educación media / Bachillerato;36
No;11;Por mutuo consentimiento via judicial;Hombre; Educacion Basica;Indigena;49;Mujer;Indigena;Ninguno;44; No;26;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Educación media / Bachillerato;45;Mujer;Sin información; Educación media / Bachillerato;62; No;2;Por mutuo consentimiento via notarial;Mujer;Mestizo; Superior Universitario;28;Hombre;Mestizo; Superior Universitario;25
No;4;Por mutuo consentimiento via judicial;Hombre; Educacion Basica;Mestizo;41;Mujer;Mestizo; Educacion Basica;32; No;28;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Secundaria;57;Mujer;Mestizo; Secundaria;51; No;9;Por mutuo consentimiento via judicial;Mujer;Mestizo; Educación Básica;36;Hombre;Mestizo; Educación Básica;35
No;19;Por mutuo consentimiento via judicial;Hombre; Educacion Basica;Mestizo;42;Hombre;Mestizo; Educacion Basica;43; No;24;El estado habitual de falta de armonia de las dos voluntades en la vida matrimonial;Hombre;Mestizo; Superior Universitario;44;Hombre;Mestizo; Superior Universitario;40; No;12;Por mutuo consentimiento via notarial;Hombre;Mestizo; Superior no Universitario;43;Mujer;Mestizo; Superior no Universitario;43
No;12;Por mutuo consentimiento via judicial;Hombre; Secundaria;Mestizo;30;Mujer;Mestizo; Primaria;29; No;8;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Educación media / Bachillerato;30;Mujer;Mestizo; Educación media / Bachillerato;28; No;7;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;31;Mujer;Mestizo; Secundaria;37
No;5;Por mutuo consentimiento via judicial;Hombre; Superior Universitario;Mestizo;43;Hombre;Mestizo; Superior Universitario;36; No;6;Por mutuo consentimiento via notarial;Mujer;Mestizo; Educación Básica;36;Hombre;Mestizo; Educación media / Bachillerato;32; No;3;Por mutuo consentimiento via judicial;Mujer;Mestizo; Educación media / Bachillerato;24;Hombre;Mestizo; Superior Universitario;26
No;4;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Educacion media o Bachillerato;Mestizo;27;Mujer;Mestizo; Educacion media o Bachillerato;25; No;8;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Educación media / Bachillerato;29;Mujer;Mestizo; Superior Universitario;26; No;1;Por mutuo consentimiento via notarial;Hombre;Sin información; Educación media / Bachillerato;29;Mujer;Mestizo; Educación media / Bachillerato;27
No;4;Por mutuo consentimiento via judicial;Hombre; Educacion media o Bachillerato;Mestizo;42;Mujer;Mestizo; Educacion Basica;38; No;18;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Educación Básica;40;Mujer;Mestizo; Educación Básica;41; No;8;Por mutuo consentimiento via notarial;Hombre;Mestizo; Superior Universitario;40;Mujer;Mestizo; Educación media / Bachillerato;35
No;16;Por mutuo consentimiento via judicial;Hombre; Superior Universitario;Mestizo;42;Mujer;Mestizo; Secundaria;40; Sin informacion;47;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación Básica;66;Mujer;Mestizo; Educación Básica;65; No;11;Por mutuo consentimiento via judicial;Mujer;Mestizo; Educación media / Bachillerato;43;Hombre;Mestizo; Superior no Universitario;41
No;21;Por mutuo consentimiento via judicial;Hombre; Educacion Basica;Mestizo;49;Mujer;Mestizo; Educacion Basica;50; No;21;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Educación media / Bachillerato;42;Mujer;Mestizo; Educación media / Bachillerato;41; No;7;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Mujer;Mestizo; Educación Básica;51;Mujer;Mestizo; Educación Básica;36
No;10;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Educacion media o Bachillerato;Mestizo;27;Mujer;Mestizo; Superior no Universitario;31; No;9;Por mutuo consentimiento via notarial;Hombre;Indígena; Educación media / Bachillerato;32;Mujer;Mestizo; Educación media / Bachillerato;35; No;17;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Hombre;Mestizo; Educación media / Bachillerato;40;Mujer;Mestizo; Educación media / Bachillerato;37
No;31;Por mutuo consentimiento via notarial;Hombre; Educacion media o Bachillerato;Mestizo;52;Mujer;Mestizo; Educacion media o Bachillerato;47; No;10;Por mutuo consentimiento via notarial;Hombre;Mestizo; Primaria;33;Mujer;Mestizo; Superior Universitario;32; No;34;Por mutuo consentimiento via notarial;Mujer;Mestizo; Educación media / Bachillerato;62;Hombre;Mestizo; Educación media / Bachillerato;52
No;10;Por mutuo consentimiento via judicial;Hombre; Primaria;Indigena;36;Mujer;Indigena; Superior Universitario;34; No;11;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer;Mestizo; Educación media / Bachillerato;30;Mujer;Mestizo; Superior Universitario;32; No;16;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Hombre;Mestizo; Educación media / Bachillerato;53;Mujer;Mestizo; Educación media / Bachillerato;35
No;30;Por mutuo consentimiento via notarial;Hombre; Educacion media o Bachillerato;Mestizo;53;Mujer;Mestizo; Educacion media o Bachillerato;46; No;5;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Educación media / Bachillerato;46;Mujer;Mestizo; Superior Universitario;46; No;25;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Hombre;Mestizo; Educación media / Bachillerato;47;Mujer;Mestizo; Educación media / Bachillerato;43
No;8;Por mutuo consentimiento via judicial;Hombre; Educacion Basica;Mestizo;30;Mujer;Mestizo; Educacion Basica;30; No;9;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer;Mestizo; Educación Básica;32;Mujer;Mestizo; Educación Básica;31; No;12;Por mutuo consentimiento via judicial;Mujer;Mestizo; Educación media / Bachillerato;46;Hombre;Mestizo; Educación media / Bachillerato;42
No;6;Por mutuo consentimiento via judicial;Hombre; Educacion media o Bachillerato;Mestizo;42;Mujer;Mestizo; Educacion media o Bachillerato;34; No;17;Por mutuo consentimiento via judicial;Mujer;Indígena; Educación Básica;41;Mujer;Indígena;Ninguno;37; No;30;Por mutuo consentimiento via judicial;Mujer;Montubio; Educación media / Bachillerato;50;Hombre;Mestizo; Educación media / Bachillerato;50
No;2;Por mutuo consentimiento via judicial;Hombre; Educacion Basica;Mestizo;24;Hombre;Mestizo; Educacion Basica;22; No;28;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Educación Básica;49;Mujer;Mestizo; Educación Básica;57; No;17;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Hombre;Mestizo; Educación media / Bachillerato;42;Mujer;Mestizo; Educación media / Bachillerato;40
No;40;Por mutuo consentimiento via notarial;Hombre; Educacion media o Bachillerato;Mestizo;61;Mujer;Mestizo; Educacion Basica;55; No;8;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación Básica;25;Mujer;Mestizo; Educación Básica;22; No;29;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;52;Mujer;Mestizo; Educación media / Bachillerato;49
No;20;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Educacion media o Bachillerato;Mestizo;42;Mujer;Mestizo; Educacion media o Bachillerato;39; No;28;Por mutuo consentimiento via notarial;Hombre;Mestizo; Secundaria;63;Mujer;Mestizo; Primaria;50; No;0;Por mutuo consentimiento via judicial;Hombre;Mestizo; Superior Universitario;60;Mujer;Mestizo; Superior Universitario;62
No;11;Por mutuo consentimiento via notarial;Hombre; Superior Universitario;Mestizo;36;Hombre;Mestizo; Educacion media o Bachillerato;32; Sin informacion;17;Por mutuo consentimiento via notarial;Hombre;Mestizo; Superior Universitario;44;Hombre;Mestizo; Superior Universitario;44; No;14;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Mujer;Mestizo; Educación media / Bachillerato;42;Hombre;Mestizo; Educación media / Bachillerato;34
No;9;Por mutuo consentimiento via notarial;Hombre; Educacion Basica;Mestizo;38;Mujer;Mestizo; Educacion Basica;38; Sin informacion;24;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación media / Bachillerato;44;Mujer;Mestizo; Educación media / Bachillerato;40; No;9;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;36;Mujer;Mestizo; Superior no Universitario;37
No;28;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Secundaria;Mestizo;56;Hombre;Mestizo; Educacion media o Bachillerato;63; No;9;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Educación media / Bachillerato;28;Mujer;Mestizo; Educación Básica;31; No;19;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación media / Bachillerato;44;Mujer;Mestizo; Educación media / Bachillerato;39
No;9;Por mutuo consentimiento via notarial;Hombre; Primaria;Indigena;30;Hombre;Indigena; Primaria;26; No;18;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer;Mestizo; Superior Universitario;43;Mujer;Mestizo; Secundaria;48; No;26;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación Básica;47;Mujer;Mestizo; Educación media / Bachillerato;42
No;7;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Educacion media o Bachillerato;Mestizo;26;Hombre;Mestizo; Educacion media o Bachillerato;26; No;5;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Educación Básica;29;Mujer;Mestizo; Educación Básica;28; No;7;Por mutuo consentimiento via judicial;Mujer;Mestizo; Secundaria;38;Hombre;Mestizo; Secundaria;35
No;22;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Educacion media o Bachillerato;Mestizo;48;Mujer;Mestizo; Educacion media o Bachillerato;46; No;6;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación media / Bachillerato;36;Mujer;Mestizo; Superior no Universitario;37; No;8;Por mutuo consentimiento via judicial;Hombre;Mestizo; Secundaria;41;Mujer;Mestizo; Educación media / Bachillerato;47
