prov_insc;cant_insc;parr_insc;fecha_mat;mcap_bie;dur_mat;cau_div;sexo_1;fecha_nac1;edad_1;p_etnica1;niv_inst1;sexo_2;fecha_nac2;edad_2;p_etnica2;niv_inst2
Napo;Tena;Tena, cabecera cantonal y capital provincial;2/4/2003; No;17;Por mutuo consentimiento via judicial;Hombre;24/5/1978;42;Mestizo; Educacion Basica;Mujer;25/6/1972;48;Mestizo; Educacion Basica
Napo;Tena;Tena, cabecera cantonal y capital provincial;29/2/1992; No;28;Por mutuo consentimiento via judicial;Hombre;28/8/1973;47;Mestizo; Educacion Basica;Mujer;29/6/1969;51;Mestizo; Educacion Basica
Napo;Tena;Tena, cabecera cantonal y capital provincial;14/8/2009; No;11;Por mutuo consentimiento via judicial;Hombre;20/6/1982;38;Mestizo; Educacion Basica;Mujer;25/9/1986;34;Mestizo; Superior Universitario
Napo;Tena;Tena, cabecera cantonal y capital provincial;3/9/2007; No;12;Por mutuo consentimiento via judicial;Hombre;28/4/1980;40;Mestizo; Superior no Universitario;Mujer;21/12/1989;31;Mestizo; Superior Universitario
Napo;Tena;Tena, cabecera cantonal y capital provincial;15/1/1997; No;23;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;5/1/1976;45;Indigena; Educacion media o Bachillerato;Mujer;31/10/1971;49;Indigena; Educacion media o Bachillerato
Carchi;Tulcan;Gonzalez Suarez;12/4/1995; No;25;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;22/4/1968;52;Mestizo; Secundaria;Mujer;21/1/1969;52;Mestizo; Secundaria
Carchi;Tulcan;Gonzalez Suarez;7/10/2009; No;11;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;25/5/1981;39;Mestizo; Educacion media o Bachillerato;Mujer;6/3/1983;37;Mestizo; Superior Universitario
Carchi;Tulcan;Gonzalez Suarez;27/4/1994; No;26;Por mutuo consentimiento via notarial;Hombre;7/11/1964;56;Sin informacion; Educacion media o Bachillerato;Mujer;24/5/1972;48;Sin informacion; Educacion media o Bachillerato
Carchi;Tulcan;Gonzalez Suarez;27/7/1995; No;25;Por mutuo consentimiento via judicial;Hombre;26/12/1978;42;Mestizo; Secundaria;Mujer;22/3/1978;42;Mestizo; Secundaria
Carchi;Tulcan;Gonzalez Suarez;9/5/2011; No;9;Por mutuo consentimiento via judicial;Hombre;23/1/1990;30;Mestizo; Educacion Basica;Mujer;17/3/1990;30;Mestizo; Educacion media o Bachillerato
Carchi;Tulcan;Gonzalez Suarez;5/5/2011; No;9;Por mutuo consentimiento via judicial;Hombre;4/3/1987;33;Mestizo; Educacion media o Bachillerato;Mujer;19/11/1994;26;Mestizo; Educacion Basica
Carchi;Tulcan;Gonzalez Suarez;1/4/1991; No;28;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;25/9/1969;51;Mestizo; Educacion Basica;Mujer;22/5/1971;49;Mestizo; Educacion Basica
Carchi;Tulcan;Gonzalez Suarez;20/5/2003; No;17;Por mutuo consentimiento via judicial;Hombre;5/8/1983;37;Mestizo; Secundaria;Mujer;1/1/1984;37;Mestizo; Primaria
Carchi;Tulcan;Gonzalez Suarez;11/7/1986; No;34;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;15/11/1946;74;Mestizo; Secundaria;Mujer;17/2/1955;65;Mestizo; Secundaria
Carchi;Tulcan;Gonzalez Suarez;4/4/2006; No;14;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;1/3/1974;46;Mestizo; Secundaria;Mujer;30/11/1974;46;Mestizo; Secundaria
Azuay;Cuenca;El Batan;24/9/1996; No;24;Por mutuo consentimiento via notarial;Hombre;30/10/1975;45;Mestizo; Secundaria;Mujer;12/9/1973;47;Mestizo; Secundaria
Azuay;Cuenca;El Batan;17/8/2000; No;20;El estado habitual de falta de armonia de las dos voluntades en la vida matrimonial;Hombre;8/5/1975;45;Blanco; Superior no Universitario;Mujer;19/5/1975;45;Blanco; Superior Universitario
Azuay;Cuenca;El Batan;27/2/2015; No;5;Por mutuo consentimiento via judicial;Hombre;18/12/1988;32;Mestizo; Educacion media o Bachillerato;Mujer;18/12/1988;32;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;El Batan;3/12/2014; No;4;Por mutuo consentimiento via judicial;Hombre;13/8/1992;28;Mestizo; Superior Universitario;Mujer;26/2/1989;31;Mestizo; Superior Universitario
Azuay;Cuenca;El Batan;12/6/2002; No;17;Por mutuo consentimiento via judicial;Hombre;9/7/1975;45;Mestizo; Educacion media o Bachillerato;Mujer;22/2/1981;39;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;El Batan;23/9/1988; No;32;Por mutuo consentimiento via notarial;Hombre;22/6/1966;54;Mestizo; Primaria;Mujer;23/11/1968;52;Mestizo; Superior no Universitario
Azuay;Cuenca;El Batan;16/8/2019; No;1;Por mutuo consentimiento via notarial;Hombre;4/5/1975;45;Mestizo; Educacion media o Bachillerato;Mujer;27/3/1980;40;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;El Batan;29/5/2010; Sin informacion;10; Sin informacion;Hombre;25/7/1978;42;Mestizo; Posgrado;Mujer;13/2/1987;33;Mestizo; Superior Universitario
Azuay;Cuenca;El Batan;30/11/2016; No;4;Por mutuo consentimiento via notarial;Hombre;26/1/1987;33;Mestizo; Superior no Universitario;Mujer;7/5/1985;35;Mestizo; Posgrado
Azuay;Cuenca;El Batan;22/8/1985; Si;35;Por mutuo consentimiento via notarial;Hombre;19/5/1962;58;Mestizo; Educacion media o Bachillerato;Mujer;13/8/1964;56;Mestizo; Educacion media o Bachillerato
Carchi;Tulcan;Gonzalez Suarez;22/3/2012; No;8;Por mutuo consentimiento via judicial;Hombre;20/9/1991;29;Sin informacion; Educacion media o Bachillerato;Mujer;9/6/1989;31;Sin informacion; Educacion media o Bachillerato
Carchi;Tulcan;Gonzalez Suarez;22/4/1980; No;40;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;8/9/1954;66;Sin informacion; Educacion Basica;Mujer;5/3/1956;64;Sin informacion; Educacion Basica
Carchi;Tulcan;Gonzalez Suarez;22/3/2011; No;9;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;1/1/1991;30;Sin informacion; Educacion media o Bachillerato;Mujer;28/7/1992;28;Sin informacion; Educacion media o Bachillerato
Carchi;Tulcan;Gonzalez Suarez;9/4/2007; No;13;Por mutuo consentimiento via judicial;Hombre;25/4/1985;35;Sin informacion; Educacion media o Bachillerato;Mujer;12/9/1984;36;Sin informacion; Educacion media o Bachillerato
Carchi;Tulcan;Gonzalez Suarez;16/9/1998; No;22;Por mutuo consentimiento via notarial;Hombre;7/6/1971;49;Mestizo; Superior Universitario;Mujer;2/1/1977;44;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;El Batan;13/6/2008; No;12;Por mutuo consentimiento via judicial;Hombre;19/10/1979;41;Mestizo; Secundaria;Mujer;7/3/1985;35;Mestizo; Secundaria
Azuay;Cuenca;El Batan;24/9/2003; No;17;Por mutuo consentimiento via judicial;Hombre;21/5/1975;45;Mestizo; Educacion media o Bachillerato;Mujer;26/9/1977;43;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;El Batan;12/9/2008; No;4;Por mutuo consentimiento via judicial;Hombre;30/5/1989;31;Mestizo; Educacion media o Bachillerato;Mujer;11/1/1983;38;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;El Batan;1/12/2014; Si;5;Por mutuo consentimiento via judicial;Hombre;11/9/1985;35;Mestizo; Superior Universitario;Mujer;27/1/1992;28;Mestizo; Secundaria
Azuay;Cuenca;El Batan;10/7/2013; No;7;Por mutuo consentimiento via notarial;Hombre;17/8/1971;49;Mestizo; Superior no Universitario;Mujer;6/7/1982;38;Mestizo; Superior no Universitario
Azuay;Cuenca;El Batan;5/8/2005; Si;15;Por mutuo consentimiento via judicial;Hombre;4/1/1979;42;Mestizo; Posgrado;Mujer;17/11/1983;37;Mestizo; Posgrado
Azuay;Cuenca;El Batan;21/4/2010; Si;9;Por mutuo consentimiento via judicial;Hombre;28/11/1988;32;Mestizo; Educacion media o Bachillerato;Mujer;14/9/1981;39;Mestizo; Superior no Universitario
Azuay;Cuenca;El Batan;25/8/2009; No;11;Por mutuo consentimiento via judicial;Hombre;5/1/1991;30;Mestizo; Educacion media o Bachillerato;Mujer;15/8/1991;29;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;El Batan;9/12/2019; No;1;Por mutuo consentimiento via notarial;Hombre;17/6/1998;22;Mestizo; Educacion media o Bachillerato;Mujer;27/8/1999;21;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;San Blas;21/10/2003; Sin informacion;17;El adulterio de uno de los conyuges;Hombre;18/5/1984;36;Mestizo; Secundaria;Mujer;4/7/1986;34;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;San Blas;26/1/2007; Sin informacion;13;Por mutuo consentimiento via judicial;Hombre;2/10/1985;35;Mestizo; Educacion Basica;Mujer;4/6/1987;33;Mestizo; Educacion Basica
Azuay;Cuenca;San Blas;14/2/2008; No;12;Por mutuo consentimiento via judicial;Hombre;24/9/1985;35;Mestizo; Secundaria;Mujer;11/2/1990;30;Mestizo; Secundaria
Azuay;Cuenca;San Blas;9/12/2011; No;8;Por mutuo consentimiento via judicial;Hombre;13/4/1989;31;Mestizo; Secundaria;Mujer;5/8/1989;31;Mestizo; Superior Universitario
Azuay;Cuenca;San Blas;10/12/1992; No;27;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;12/8/1965;55;Mestizo; Primaria;Mujer;1/9/1971;49;Mestizo; Secundaria
Azuay;Cuenca;San Blas;15/3/2011; Si;9;Por mutuo consentimiento via judicial;Hombre;1/6/1975;45;Mestizo; Superior no Universitario;Mujer;18/11/1974;46;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;El Batan;2/9/2007; No;12;Por mutuo consentimiento via judicial;Hombre;19/2/1984;36;Mestizo; Secundaria;Mujer;10/12/1986;34;Mestizo; Superior no Universitario
Azuay;Cuenca;San Blas;1/11/2016; Sin informacion;2;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;18/5/1992;28;Sin informacion; Educacion Basica;Mujer;11/1/1996;24;Sin informacion; Educacion Basica
Azuay;Cuenca;San Blas;21/12/1995; No;25;Por mutuo consentimiento via notarial;Hombre;15/6/1960;60;Mestizo; Educacion media o Bachillerato;Mujer;15/2/1976;44;Mestizo; Superior Universitario
Azuay;Cuenca;San Blas;30/3/1982; No;38;Por mutuo consentimiento via notarial;Hombre;3/12/1956;64;Mestizo; Superior Universitario;Mujer;22/5/1958;62;Mestizo; Superior Universitario
Azuay;Cuenca;San Blas;13/5/2009; No;11;Por mutuo consentimiento via notarial;Hombre;16/9/1987;33;Mestizo; Educacion media o Bachillerato;Mujer;22/1/1989;31;Mestizo; Superior Universitario
Azuay;Cuenca;San Blas;5/11/1986; Sin informacion;34;El estado habitual de falta de armonia de las dos voluntades en la vida matrimonial;Hombre;6/1/1960;61;Montubio; Primaria;Mujer;1/4/1969;51;Mestizo; Primaria
Azuay;Cuenca;San Blas;15/8/2014; Sin informacion;6;Por mutuo consentimiento via notarial;Hombre;14/10/1962;58;Mestizo; Primaria;Mujer;25/7/1964;56;Mestizo; Secundaria
Azuay;Cuenca;San Blas;4/6/2013; Sin informacion;6;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;21/3/1994;26;Mestizo; Educacion Basica;Mujer;30/11/1990;30;Mestizo; Educacion Basica
Azuay;Cuenca;San Blas;15/7/2005; No;15;Por mutuo consentimiento via judicial;Hombre;29/1/1980;40;Mestizo; Primaria;Mujer;26/10/1982;38;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;San Blas;4/8/2011; No;6;El estado habitual de falta de armonia de las dos voluntades en la vida matrimonial;Hombre;24/2/1974;46;Mestizo; Primaria;Mujer;11/8/1984;36;Mestizo; Primaria
Azuay;Cuenca;San Blas;4/9/1992; No;28;Por mutuo consentimiento via judicial;Hombre;26/10/1972;48;Mestizo; Primaria;Mujer;12/10/1973;47;Mestizo; Primaria
Azuay;Cuenca;San Blas;18/10/1979; No;41;Por mutuo consentimiento via notarial;Hombre;30/9/1957;63;Mestizo; Educacion Basica;Mujer;23/7/1956;64;Mestizo; Educacion Basica
Azuay;Cuenca;San Blas;17/1/2002; No;18;Por mutuo consentimiento via judicial;Hombre;23/12/1977;43;Mestizo; Educacion Basica;Mujer;7/2/1980;40;Mestizo; Secundaria
Azuay;Cuenca;San Blas;5/4/2005; No;15;Por mutuo consentimiento via judicial;Hombre;27/10/1981;39;Mestizo; Primaria;Mujer;8/1/1989;32;Mestizo; Secundaria
Azuay;Cuenca;San Blas;18/9/2015; No;5;Por mutuo consentimiento via notarial;Hombre;23/7/1984;36;Blanco; Educacion media o Bachillerato;Mujer;6/4/1984;36;Blanco; Educacion media o Bachillerato
Azuay;Cuenca;San Blas;11/4/2014; No;6;Por mutuo consentimiento via notarial;Hombre;20/1/1989;31;Mestizo; Posgrado;Mujer;10/9/1993;27;Mestizo; Superior Universitario
Azuay;Cuenca;San Blas;19/11/2010; No;8;Por mutuo consentimiento via judicial;Hombre;19/11/1984;36;Mestizo; Superior Universitario;Mujer;6/2/1988;32;Mestizo; Superior Universitario
Azuay;Cuenca;San Blas;29/1/2018; No;1;Por mutuo consentimiento via judicial;Hombre;29/10/1966;54;Mestizo; Superior Universitario;Mujer;8/7/1985;35;Mestizo; Superior Universitario
Azuay;Cuenca;San Blas;27/7/2018; No;2;Por mutuo consentimiento via judicial;Hombre;21/4/1994;26;Mestizo; Superior no Universitario;Mujer;30/8/1991;29;Mestizo; Superior Universitario
Azuay;Cuenca;San Blas;5/5/2010; Sin informacion;6;Por mutuo consentimiento via judicial;Hombre;12/3/1990;30;Mestizo; Secundaria;Mujer;31/10/1991;29;Mestizo; Secundaria
Azuay;Cuenca;San Blas;24/11/2010; No;9;El estado habitual de falta de armonia de las dos voluntades en la vida matrimonial;Hombre;13/4/1984;36;Mestizo; Secundaria;Mujer;14/6/1991;29;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;San Blas;13/12/2017; No;2;El estado habitual de falta de armonia de las dos voluntades en la vida matrimonial;Hombre;4/3/1997;23;Mestizo; Secundaria;Mujer;11/10/1998;22;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;San Blas;17/2/2002; Si;18;Por mutuo consentimiento via judicial;Hombre;24/3/1976;44;Mestizo; Educacion media o Bachillerato;Mujer;7/4/1980;40;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;San Blas;25/10/2007; No;10;Por mutuo consentimiento via judicial;Hombre;27/7/1987;33;Mestizo; Educacion media o Bachillerato;Mujer;1/7/1986;34;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;San Blas;4/2/2011; Sin informacion;9;Por mutuo consentimiento via notarial;Hombre;23/10/1984;36;Mestizo; Superior Universitario;Mujer;27/7/1985;35;Mestizo; Posgrado
Azuay;Cuenca;San Blas;22/7/2016; Sin informacion;4;Por mutuo consentimiento via notarial;Hombre;17/1/1987;33;Mestizo; Educacion media o Bachillerato;Mujer;3/2/1988;32;Mestizo; Superior Universitario
Azuay;Cuenca;San Blas;12/12/2008; No;11;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;12/5/1988;32;Sin informacion; Secundaria;Mujer;4/3/1982;38;Sin informacion; Superior Universitario
Azuay;Cuenca;San Blas;31/1/2014; No;6;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;5/3/1958;62;Indigena; Secundaria;Mujer;27/1/1972;48;Mestizo; Secundaria
Azuay;Cuenca;San Blas;15/2/2002; Sin informacion;16;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;14/5/1977;43;Mestizo; Secundaria;Mujer;13/3/1987;33;Mestizo; Secundaria
Azuay;Cuenca;San Blas;26/12/2005; Sin informacion;14;Por mutuo consentimiento via judicial;Hombre;29/3/1983;37;Mestizo; Secundaria;Mujer;12/9/1986;34;Mestizo; Superior no Universitario
Azuay;Cuenca;San Blas;13/1/2003; Sin informacion;17;Por mutuo consentimiento via judicial;Hombre;30/11/1983;37;Mestizo; Educacion Basica;Mujer;26/12/1983;37;Mestizo; Educacion Basica
Azuay;Cuenca;San Blas;4/12/1987; Sin informacion;33;Por mutuo consentimiento via notarial;Hombre;9/2/1968;52;Mestizo; Secundaria;Mujer;16/7/1968;52;Mestizo; Educacion Basica
Azuay;Cuenca;San Blas;7/1/2011; Sin informacion;10;Por mutuo consentimiento via notarial;Hombre;21/5/1973;47;Mestizo; Superior no Universitario;Mujer;22/9/1973;47;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;San Blas;1/7/2011; Sin informacion;9;Por mutuo consentimiento via judicial;Hombre;20/11/1981;39;Mestizo; Superior Universitario;Mujer;16/11/1992;28;Mestizo; Secundaria
Azuay;Cuenca;San Blas;3/2/2012; Sin informacion;8;Por mutuo consentimiento via notarial;Hombre;2/2/1985;35;Mestizo; Posgrado;Mujer;29/4/1986;34;Mestizo; Posgrado
Azuay;Cuenca;San Blas;18/10/2013; Sin informacion;7;Por mutuo consentimiento via judicial;Hombre;6/12/1980;40;Blanco; Educacion media o Bachillerato;Mujer;21/12/1996;24;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;San Blas;14/11/2014; Sin informacion;5;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;25/1/1985;35;Mestizo; Secundaria;Mujer;23/10/1986;34;Mestizo; Primaria
Azuay;Cuenca;San Blas;4/9/2006; Sin informacion;14;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;6/8/1986;34;Mestizo; Secundaria;Mujer;19/11/1986;34;Mestizo; Superior no Universitario
Azuay;Cuenca;San Blas;1/8/1996; Si;24;Por mutuo consentimiento via notarial;Hombre;8/4/1977;43;Mestizo; Superior Universitario;Mujer;27/7/1978;42;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;San Blas;26/6/2001; Sin informacion;19;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;6/4/1954;66;Mestizo; Educacion media o Bachillerato;Mujer;8/10/1961;59;Mestizo; Educacion Basica
Azuay;Cuenca;San Blas;22/12/1978; Sin informacion;42;Por mutuo consentimiento via notarial;Hombre;10/5/1958;62;Mestizo; Secundaria;Mujer;27/8/1961;59;Mestizo; Superior no Universitario
Azuay;Cuenca;San Blas;5/8/2016; Sin informacion;4;Por mutuo consentimiento via notarial;Hombre;14/6/1991;29;Mestizo; Secundaria;Mujer;21/6/1991;29;Mestizo; Secundaria
Azuay;Cuenca;San Blas;28/5/2015; Sin informacion;4;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;26/7/1966;54;Afroecuatoriano/afrodescendiente; Educacion media o Bachillerato;Mujer;19/6/1976;44;Afroecuatoriano/afrodescendiente; Superior Universitario
Azuay;Cuenca;San Blas;21/1/2006; Sin informacion;14;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;21/8/1984;36;Afroecuatoriano/afrodescendiente; Primaria;Mujer;22/6/1980;40;Mestizo; Primaria
Azuay;Cuenca;San Blas;30/4/2010; Sin informacion;10;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;2/3/1989;31;Sin informacion; Educacion media o Bachillerato;Mujer;22/8/1986;34;Mulato; Educacion Basica
Azuay;Cuenca;San Blas;14/11/1997; Sin informacion;22;Por mutuo consentimiento via judicial;Hombre;4/11/1979;41;Sin informacion; Educacion Basica;Mujer;22/6/1979;41;Sin informacion; Educacion Basica
Azuay;Cuenca;San Blas;3/6/2013; Sin informacion;5;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;10/6/1990;30;Mestizo; Educacion media o Bachillerato;Mujer;23/4/1993;27;Mestizo; Superior Universitario
Azuay;Cuenca;San Blas;6/8/2004; No;16;Por mutuo consentimiento via notarial;Hombre;7/7/1977;43;Mestizo; Superior Universitario;Mujer;9/9/1976;44;Mestizo; Superior Universitario
Azuay;Cuenca;San Blas;15/6/2012; No;8;Por mutuo consentimiento via judicial;Hombre;25/9/1978;42;Mestizo; Superior Universitario;Mujer;24/9/1984;36;Mestizo; Superior Universitario
Azuay;Cuenca;San Blas;17/3/2016; No;4;Por mutuo consentimiento via judicial;Hombre;3/3/1974;46;Mestizo; Educacion media o Bachillerato;Mujer;21/10/1981;39;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;San Blas;30/11/2017; No;3;Por mutuo consentimiento via notarial;Hombre;19/6/1991;29;Mestizo; Educacion media o Bachillerato;Mujer;10/3/1990;30;Mestizo; Posgrado
Azuay;Cuenca;San Blas;23/7/1998; No;22;Por mutuo consentimiento via judicial;Hombre;4/4/1978;42;Mestizo; Secundaria;Mujer;20/8/1977;43;Mestizo; Secundaria
Azuay;Cuenca;San Blas;22/7/2011; Sin informacion;9;Por mutuo consentimiento via judicial;Hombre;22/2/1986;34;Mestizo; Educacion media o Bachillerato;Mujer;1/7/1989;31;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;San Blas;14/10/1988; Sin informacion;29;Por mutuo consentimiento via judicial;Hombre;12/1/1970;51;Mestizo; Primaria;Mujer;2/8/1973;47;Mestizo; Primaria
Azuay;Cuenca;San Blas;30/11/2001; No;18;Por mutuo consentimiento via judicial;Hombre;24/12/1978;42;Mestizo; Primaria;Mujer;1/3/1982;38;Mestizo; Primaria
Azuay;Cuenca;San Blas;27/11/2017; Sin informacion;2;Por mutuo consentimiento via notarial;Hombre;5/1/1974;47;Mestizo; Primaria;Mujer;6/9/1968;52;Mestizo; Primaria
